Recording timestamp,Project name,Export date,Participant name,Recording name,Recording date,Event,Event value
0,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,RecordingStart,
23503,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,Eye tracker Calibration start,
26975,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,Return
65999,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,Return
66563,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,Eye tracker Calibration end,
66563,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Explanation (1)
68823,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,Return
68922,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Explanation (1)
68922,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Practice
70091,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,Return
70242,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Practice
70242,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1019_DFA_NEU_XX
72001,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1019_DFA_NEU_XX
72001,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
75951,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,5
76093,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
76093,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1048_DFA_ANG_XX
79265,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1048_DFA_ANG_XX
79265,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
79767,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,3
79958,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
79958,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1003_DFA_SAD_XX
83571,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1003_DFA_SAD_XX
83571,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
85740,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,4
85796,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
85796,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,ExperimentSlide
88902,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,ExperimentSlide
88902,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_ANG_XX
91594,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_ANG_XX
91594,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
92295,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,2
92448,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
92448,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_DIS_XX
95313,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_DIS_XX
95313,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
97543,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,5
97699,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
97699,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_FEA_XX
100232,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_FEA_XX
100232,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
101543,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,2
101671,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
101671,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_HAP_XX
104124,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_HAP_XX
104124,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
104655,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,1
104804,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
104804,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_NEU_XX
107176,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_NEU_XX
107176,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
107671,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,3
107789,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
107789,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_DFA_SAD_XX
110202,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_DFA_SAD_XX
110202,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
110727,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,3
110895,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
110895,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_ITH_ANG_XX
113801,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_ITH_ANG_XX
113801,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
114344,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,2
114467,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
114467,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_ITH_DIS_XX
117133,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_ITH_DIS_XX
117133,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
118031,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,5
118159,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
118159,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_ITH_FEA_XX
120892,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_ITH_FEA_XX
120892,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusStart,Question Slide
121359,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,KeyboardEvent,2
121478,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,ImageStimulusEnd,Question Slide
121478,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusStart,1001_ITH_HAP_XX
124411,EyeTrackingExperiment,07/01/2019 11:38:21,Tester1,TestSequentialMuted1,06/20/2019 18:48:47,VideoStimulusEnd,1001_ITH_HAP_XX
