@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0,0,0.26,0.89,0,1.53,0.64,0,0,0,0,0,0.45,0.64,2.02,1.83,Disgust
0,0,0.07,0.73,0.07,0.19,0.19,0,0,0,0,0,0.07,0.26,2.02,1.82,Fear
0,0,0,1.39,0,0.58,0,0,0,0,0,0,0,0.58,2.14,1.56,Happy
0.57,0,0.57,0.13,0.57,1.0,0.59,0,0,0,0,0,0.57,1.13,1.13,0.57,Neutral
0,0,0,1.72,0,0,0,0,0,0,0,0,0.45,0.14,2.02,1.88,Sad
0,0,0.7,0.29,0,1.42,0,0,0,0,0,0,0.92,1.32,1.58,1.18,Angry
1.49,0,1.19,0,0.45,0.22,0,0,0,0,0,0,0.67,0.4,1.89,1.78,Disgust
0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,1.72,1.72,Fear
0,0,0,0.22,0,1.92,0.77,0,0,0,0,0,1.36,1.92,1.86,0.32,Happy
0,0,0.55,1.66,0,0,0.19,0,0,0,0,0,0,0.19,2.82,2.63,Neutral
0,0,0,2.45,0,0.22,0,0,0,0,0,0,1.43,0,1.29,2.73,Sad
0,0,0.12,0.68,0,2.16,0.3,0,0,0,0,0,0.22,0.67,3.21,2.76,Angry
0,0,0.97,1.28,0,1.1,0,0,0,0,0,0,0,0,2.5,2.5,Disgust
0,0,1.15,1.83,0,2.24,0,0,0,0,0,0,2.18,0,0.97,3.39,Fear
0,0,0.5,2.01,0,1.32,0,0,0,0,0,0,1.82,0.37,1.8,3.25,Happy
0,0,1.83,0.36,0.35,1.52,0,0,0,0,0,0,1.23,1.17,1.99,2.19,Neutral
1.51,0,1.54,0.14,1.54,4.41,0.91,0,0,0,0,0,0.52,3.43,6.27,3.67,Sad
0,0,0.1,1.74,0,4.02,0.23,0,0,0,0,0,0,0.7,3.98,3.46,Angry
0.34,0,1.29,1.06,0.52,2.81,0,0,0,0,0,0,0.29,1.71,3.12,2.69,Disgust
0,0,0,0,0,3.96,2.74,0,0,0,0,0,0.17,2.74,3.79,1.22,Fear
