@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0,0,0,0,1.4,0,0.56,0.56,0.47,0.33,0.47,2.25,0.33,1.96,0.47,0,Disgust
0.24,0,0.24,0,0.89,1.69,1.01,1.01,0.33,1.16,0.33,3.3,1.16,1.9,0.33,1.93,Fear
0,0,0,0,1.08,0.96,0,0,0,0.55,0,1.63,0.55,1.08,0,0.96,Happy
0,0,0,0,0,1.42,0,0.14,0,1.57,0,1.57,1.57,0.14,0,1.42,Neutral
0,0,0,0,1.84,2.87,0,0,0,0.93,0,2.87,0.93,1.84,0,2.87,Sad
0,0,0.13,0.13,0.66,0.07,0.37,1.3,0,1.37,0,2.16,1.37,1.96,0.13,0.07,Angry
0,0,0.27,0.27,0.62,0.12,0,0.22,0,0.34,0,1.23,0.34,0.85,0.27,0.12,Disgust
0,0,0,0,2.65,1.06,0.78,0.78,0.07,0.52,0.52,3.5,0.52,3.43,0.52,1.06,Fear
0.28,0,0.28,0,0,0.53,0.4,1.06,0.4,1.15,0.4,1.87,1.15,1.06,0.4,0.82,Happy
0.27,0,0.19,0.07,0.41,0.6,0,0,0,0.19,0,1.13,0.19,0.41,0.07,0.87,Neutral
0,0,0,0,1.08,0.57,0,0.11,0,0.11,0,1.76,0.11,1.19,0,0.57,Sad
0.68,0,0,0.07,0.23,1.08,0,0.16,0,0.89,0,1.97,0.89,0.39,0.07,1.77,Angry
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disgust
0,0,0,0.12,0.45,0.7,0,0.25,0,0.25,0,1.04,0.25,0.7,0.12,0.7,Fear
0,0,0,0,0.77,1.4,0.08,0.88,0.08,1.18,0.34,2.03,1.18,1.65,0.34,1.4,Happy
0.17,0,0.42,0.12,0.83,1.45,0,0,0,0.37,0,2.16,0.37,0.83,0.12,1.62,Neutral
