@relation emotion

@attribute AU1 numeric
@attribute AU2 numeric
@attribute AU4 numeric
@attribute AU6 numeric
@attribute AU7 numeric
@attribute AU9 numeric
@attribute AU12 numeric
@attribute AU15 numeric
@attribute AU16 numeric
@attribute AU20 numeric
@attribute AU23 numeric
@attribute AU26 numeric
@attribute Left numeric
@attribute Lower numeric
@attribute Right numeric
@attribute Upper numeric
@attribute class {Angry,Sad,Happy,Disgust,Neutral,Fear}

@data
0,0,0,0,2.48,0,0,0,0,0,0,2.48,0,2.48,0,0,Disgust
0,0,0,0,4.41,0,0,0,0,0,0,4.41,0,4.41,0,0,Fear
0.18,0,0.3,0,0.67,0,0,0,0,0,0,1.15,0,0.67,0,0.18,Happy
0.18,0,0.18,0,2.25,0,0,0,0,0,0,2.43,0,2.25,0,0.18,Neutral
0,0,0,0,4.2,0,0,0,0,0,0,4.2,0,4.2,0,0,Sad
0,0,0,0,2.17,0,0.16,0,0,0,0,2.33,0,2.17,0,0,Angry
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Disgust
0.07,0,0,0.07,4.46,0.8,0,0,0,0,0,4.52,0,4.46,0.07,0.87,Fear
0,0,0,0,1.94,0.36,0,0,0,0,0,2.1,0,1.94,0,0.36,Happy
0,0,0,0,1.99,0,0,0,0,0,0,1.99,0,1.99,0,0,Neutral
0,0,0,0,0.15,0,0,0,0,0,0,0.15,0,0.15,0,0,Sad
0,0,0,0,3.08,0,0,0,0,0,0,3.08,0,3.08,0,0,Angry
0,0,0,0,3.56,0.27,0,0,0,0,0,3.83,0,3.56,0,0.27,Disgust
0,0,0,0,2.98,0,0,0,0,0,0,2.98,0,2.98,0,0,Fear
0,0,0,0,3.22,0,0,0,0,0,0,3.22,0,3.22,0,0,Happy
0,0,0.58,0,1.66,0,0,0,0,0,0,2.24,0,1.66,0,0,Neutral
0,0,1.12,0,2.55,0,0,0,0,0,0,3.66,0,2.55,0,0,Sad
0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,8.33,0,0,Angry
1.42,0,5.18,1.31,2.02,0,0,0,0,0,0,7.31,0,2.02,1.31,1.42,Disgust
0,0,0,0,3.77,0,0,0,0,0,0,3.77,0,3.77,0,0,Fear
0,0,0,0,3.12,0,0,0,0,0,0,3.12,0,3.12,0,0,Happy
0,0,0,0,4.47,0,0,0,0,0,0,4.47,0,4.47,0,0,Neutral
0,0,0.7,0,6.81,1.97,0,0,0,0,0,7.51,0,6.81,0,1.97,Sad
